alias,alias_norm,canonical_name,entityType,code,source_batch,source_file,source_field
斑块,斑块,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,BATCH-CARD-HF-20260629-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HF-20260629-001\05_data_instance\nodes_final.jsonl,aliases
病因,病因,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
病因,病因,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,BATCH-CARD-HF-20260629-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HF-20260629-001\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,BATCH-CARD-HF-20260629-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HF-20260629-001\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,BATCH-CARD-HF-20260629-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HF-20260629-001\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,慢性心力衰竭病因,Etiology,ETI-CARD-DA18596B972A,BATCH-CARD-HF-20260629-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HF-20260629-001\05_data_instance\nodes_final.jsonl,aliases
房室旁路介导,房室旁路介导,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
房室旁路介导,房室旁路介导,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
房室旁路介导的折返性心动过速,房室旁路介导的折返性心动过速,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
房室旁路介导的折返性心动过速,房室旁路介导的折返性心动过速,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
逆向型AVRT,逆向型avrt,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
逆向型AVRT,逆向型avrt,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
顺向型AVRT,顺向型avrt,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
顺向型AVRT,顺向型avrt,房室旁路介导折返机制,Etiology,ETI-CARD-4BAE0622E02B,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
AVNRT折返机制,avnrt折返机制,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
AVNRT折返机制,avnrt折返机制,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
快径路,快径路,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
快径路,快径路,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
慢径路,慢径路,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
慢径路,慢径路,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
房室交界区不同径路间折返,房室交界区不同径路间折返,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
房室交界区不同径路间折返,房室交界区不同径路间折返,房室结双径路折返机制,Etiology,ETI-CARD-88584071CDA8,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
病因,病因,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
病因,病因,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,扩张型心肌病病因,Etiology,ETI-CARD-AAB212B53290,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
病因,病因,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
病因,病因,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,持续性室性心动过速病因,Etiology,ETI-CARD-2464218E7237,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
DVT,dvt,深静脉血栓形成,Etiology,ETI-CARD-FULLBOOK-1E29D1B0D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
DVT,dvt,深静脉血栓形成,Etiology,ETI-CARD-FULLBOOK-1E29D1B0D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
炎症反应,炎症反应,炎症,Etiology,ETI-CARD-TEXT-0EC5F56F7B,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
炎症反应,炎症反应,炎症,Etiology,ETI-CARD-TEXT-0EC5F56F7B,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
炎症反应,炎症反应,炎症,Etiology,ETI-CARD-TEXT-0EC5F56F7B,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
病因,病因,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
病因,病因,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,短QT间期综合征病因,Etiology,ETI-CARD-C33E950B032F,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
危险因素,危险因素,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
斑块,斑块,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
病因,病因,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
病因,病因,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
致病基因,致病基因,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
血栓,血栓,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
遗传,遗传,稳定型心绞痛病因,Etiology,ETI-CARD-9974767F86D5,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
动脉粥样硬化,动脉粥样硬化,缺血性心肌病病因,Etiology,ETI-CARD-C517E0D5CEAF,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
