实体类型,重复节点名称,重复节点编码,保留主节点名称,保留主节点编码,处理原因,重复节点元素ID,主节点元素ID,处置
Evidence,心房颤动-鉴别诊断-全书回捞证据-6949-433916,"""EVD-CARD-FULLBOOK-BA99DF28433916""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14417,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房颤动-呼吸困难-全书回捞证据-7529-6A60FD,"""EVD-CARD-FULLBOOK-430615FF6A60FD""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14489,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-劳力性呼吸困难-全书回捞证据-7529-D5DA9B,"""EVD-CARD-FULLBOOK-ABCE1273D5DA9B""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14490,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-端坐呼吸-全书回捞证据-7529-BA0B50,"""EVD-CARD-FULLBOOK-E10320C0BA0B50""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14491,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-夜间阵发性呼吸困难-全书回捞证据-7529-C59FAD,"""EVD-CARD-FULLBOOK-799FBDC5C59FAD""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14492,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-胸痛-全书回捞证据-7529-A58929,"""EVD-CARD-FULLBOOK-A7270DFFA58929""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14493,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-乏力-全书回捞证据-7529-6F7C22,"""EVD-CARD-FULLBOOK-B4C8833D6F7C22""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14494,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-水肿-全书回捞证据-7529-ABA17C,"""EVD-CARD-FULLBOOK-B681BA27ABA17C""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14495,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-颈静脉怒张-全书回捞证据-7529-A79656,"""EVD-CARD-FULLBOOK-4E09E362A79656""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14496,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-肺部啰音-全书回捞证据-7529-837F1D,"""EVD-CARD-FULLBOOK-CC069D98837F1D""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14497,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-奔马律-全书回捞证据-7529-6DB1E1,"""EVD-CARD-FULLBOOK-2A8F8B986DB1E1""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14498,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-心脏扩大-全书回捞证据-7529-176217,"""EVD-CARD-FULLBOOK-8D006BC2176217""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14499,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-心肌缺血-全书回捞证据-7529-1DAC63,"""EVD-CARD-FULLBOOK-A687F30A1DAC63""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14500,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-右心负荷增加-全书回捞证据-7529-FFD96F,"""EVD-CARD-FULLBOOK-07B94B21FFD96F""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14501,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-心力衰竭-全书回捞证据-7529-BF38F7,"""EVD-CARD-FULLBOOK-0191FD6BBF38F7""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14502,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,心房颤动-水肿-全书回捞证据-8355-6DAB4F,"""EVD-CARD-FULLBOOK-99E0DB5A6DAB4F""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14520,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-高血压-全书回捞证据-8355-600B8C,"""EVD-CARD-FULLBOOK-AD67D5D0600B8C""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14521,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-心电图-全书回捞证据-8355-BF1E3C,"""EVD-CARD-FULLBOOK-B8039AA0BF1E3C""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14522,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-血脂检查-全书回捞证据-8355-F77EE4,"""EVD-CARD-FULLBOOK-38352AFFF77EE4""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14523,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-血糖-全书回捞证据-8355-886B8C,"""EVD-CARD-FULLBOOK-C505B8A1886B8C""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14524,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-肾功能-全书回捞证据-8355-4B294A,"""EVD-CARD-FULLBOOK-FEEE90824B294A""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14525,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-血运重建-全书回捞证据-8355-E9D144,"""EVD-CARD-FULLBOOK-B4C0E850E9D144""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14526,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-吸烟-全书回捞证据-8355-1D6145,"""EVD-CARD-FULLBOOK-78E16AE61D6145""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14527,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-糖尿病-全书回捞证据-8355-D85D0F,"""EVD-CARD-FULLBOOK-FB6776ADD85D0F""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14528,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-肥胖-全书回捞证据-8355-1421E9,"""EVD-CARD-FULLBOOK-7F56386F1421E9""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14529,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-家族史-全书回捞证据-8355-E59FCB,"""EVD-CARD-FULLBOOK-FDF19885E59FCB""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14530,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-动脉粥样硬化-全书回捞证据-8355-2F6D98,"""EVD-CARD-FULLBOOK-E70EF8802F6D98""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14531,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-心力衰竭-全书回捞证据-8355-0E78A5,"""EVD-CARD-FULLBOOK-C44498FA0E78A5""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14532,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-脑卒中-全书回捞证据-8355-7BACF3,"""EVD-CARD-FULLBOOK-2E3D1AC87BACF3""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14533,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,心房颤动-出血-全书回捞证据-8355-1047C0,"""EVD-CARD-FULLBOOK-E44440321047C0""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14534,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-心动过速-全书回捞证据-6161-43949F,"""EVD-CARD-FULLBOOK-E387A1DB43949F""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14867,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-心电图-全书回捞证据-6161-724152,"""EVD-CARD-FULLBOOK-A9280F01724152""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14868,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-创伤-全书回捞证据-6161-AE0721,"""EVD-CARD-FULLBOOK-A984FD13AE0721""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14869,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-心肌缺血-全书回捞证据-6161-370C1C,"""EVD-CARD-FULLBOOK-9C84A3E6370C1C""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14870,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-心律失常-全书回捞证据-6161-B05D4B,"""EVD-CARD-FULLBOOK-BD555EBAB05D4B""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14871,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-猝死-全书回捞证据-6161-BBBDFA,"""EVD-CARD-FULLBOOK-C02B4F73BBBDFA""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14872,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-危险分层-全书回捞证据-6161-BE6D2D,"""EVD-CARD-FULLBOOK-3C70D879BE6D2D""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14873,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-呼吸困难-全书回捞证据-7529-F7B2EB,"""EVD-CARD-FULLBOOK-D6F4F5DBF7B2EB""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15006,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-劳力性呼吸困难-全书回捞证据-7529-A0E934,"""EVD-CARD-FULLBOOK-3B0EA83AA0E934""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15007,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-端坐呼吸-全书回捞证据-7529-4AD616,"""EVD-CARD-FULLBOOK-38520AE14AD616""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15008,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-夜间阵发性呼吸困难-全书回捞证据-7529-F98960,"""EVD-CARD-FULLBOOK-167CA7B4F98960""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15009,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-胸痛-全书回捞证据-7529-F29F93,"""EVD-CARD-FULLBOOK-44259972F29F93""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15010,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-乏力-全书回捞证据-7529-FA4B62,"""EVD-CARD-FULLBOOK-0496691FFA4B62""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15011,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-水肿-全书回捞证据-7529-102EC0,"""EVD-CARD-FULLBOOK-845A7FF0102EC0""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15012,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-颈静脉怒张-全书回捞证据-7529-9A0EDF,"""EVD-CARD-FULLBOOK-9CA74EFC9A0EDF""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15013,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-肺部啰音-全书回捞证据-7529-57225C,"""EVD-CARD-FULLBOOK-E7427E2757225C""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15014,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-奔马律-全书回捞证据-7529-767CD3,"""EVD-CARD-FULLBOOK-FC9E9BB3767CD3""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15015,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-心脏扩大-全书回捞证据-7529-668C6E,"""EVD-CARD-FULLBOOK-8616F1ED668C6E""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15016,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-心肌缺血-全书回捞证据-7529-CFE7D1,"""EVD-CARD-FULLBOOK-E8FC2A2DCFE7D1""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15017,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-右心负荷增加-全书回捞证据-7529-F2762B,"""EVD-CARD-FULLBOOK-EC7E8541F2762B""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15018,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性期前收缩-心力衰竭-全书回捞证据-7529-1FFE81,"""EVD-CARD-FULLBOOK-76F9B8451FFE81""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15019,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-心动过速-全书回捞证据-6161-6CE956,"""EVD-CARD-FULLBOOK-2BCE40996CE956""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15128,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-心电图-全书回捞证据-6161-AE9B52,"""EVD-CARD-FULLBOOK-AFD63859AE9B52""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15129,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-创伤-全书回捞证据-6161-64C39A,"""EVD-CARD-FULLBOOK-ED9139C764C39A""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15130,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-心肌缺血-全书回捞证据-6161-15605F,"""EVD-CARD-FULLBOOK-66E94A0715605F""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15131,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-心律失常-全书回捞证据-6161-58B5B8,"""EVD-CARD-FULLBOOK-8F5CD3AE58B5B8""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15132,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-猝死-全书回捞证据-6161-FAB90F,"""EVD-CARD-FULLBOOK-9952D1A1FAB90F""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15133,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-危险分层-全书回捞证据-6161-4C8C38,"""EVD-CARD-FULLBOOK-EFE4A32D4C8C38""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15134,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-心动过速-全书回捞证据-6949-A2DD6B,"""EVD-CARD-FULLBOOK-7DF11BA6A2DD6B""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15363,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-心动过缓-全书回捞证据-6949-2F2D94,"""EVD-CARD-FULLBOOK-FFC2A3D12F2D94""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15364,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-低血压-全书回捞证据-6949-96AA6C,"""EVD-CARD-FULLBOOK-6796FDF396AA6C""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15365,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-肾功能-全书回捞证据-6949-14404A,"""EVD-CARD-FULLBOOK-36ADE54E14404A""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15366,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-洋地黄类药物-全书回捞证据-6949-4F3093,"""EVD-CARD-FULLBOOK-A1B18AD84F3093""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15367,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
