文件名,规范名,目录,来源目录类型,建议疾病大类,文件大小MB,最后修改时间,是否已解析登记,登记文件名,登记来源文件数,登记来源示例,下一步动作
SCAI Guidelines for the Management of Patent Foramen Ovale.pdf,scaiguidelinesforthemanagementofpatentforamenovale,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先天性心脏病\PFO指南,诊疗指南目录,待人工归类,0.32,2026-06-02 12:41:50,是,SCAI Guidelines for the Management of Patent Foramen Ovale.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_结构性心脏病先心病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
DCM  AHA  2016.pdf,dcmaha2016,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\心肌病\DCM,诊疗指南目录,心肌病,2.12,2026-06-02 12:41:52,是,DCM  AHA  2016.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
DCM CN 2018.pdf,dcmcn2018,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\心肌病\DCM,诊疗指南目录,心肌病,0.57,2026-06-02 12:41:52,是,DCM CN 2018.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
DCM ESC 2016.pdf,dcmesc2016,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\心肌病\DCM,诊疗指南目录,心肌病,0.43,2026-06-02 12:41:52,是,DCM ESC 2016.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HCM  ESC 2023.pdf,hcmesc2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\心肌病\HCM,诊疗指南目录,心肌病,11.96,2026-06-02 12:41:52,是,HCM  ESC 2023.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HCM AHA 2024.pdf,hcmaha2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\心肌病\HCM,诊疗指南目录,心肌病,1.82,2026-06-02 12:41:52,是,HCM AHA 2024.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HCM CN 2023.pdf,hcmcn2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\心肌病\HCM,诊疗指南目录,心肌病,1.19,2026-06-02 12:41:52,是,HCM CN 2023.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
成人法布雷病心肌病诊断与治疗中国专家共识.pdf,成人法布雷病心肌病诊断与治疗中国专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\心肌病\特殊类型心肌病,诊疗指南目录,心肌病,1.54,2026-06-02 12:41:52,是,成人法布雷病心肌病诊断与治疗中国专家共识.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
重症右心功能管理专家共识2017.pdf,重症右心功能管理专家共识2017,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\1. 重症循环,诊疗指南目录,待人工归类,0.91,2024-09-24 22:06:16,是,重症右心功能管理专家共识2017.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
重症血流动力学治疗——北京共识2015.pdf,重症血流动力学治疗北京共识2015,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\1. 重症循环,诊疗指南目录,待人工归类,5.39,2024-12-19 15:14:56,是,重症血流动力学治疗——北京共识2015.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
《严重过敏反应急救指南》推荐意见2019.pdf,严重过敏反应急救指南推荐意见2019,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\10. 心肺复苏,诊疗指南目录,待人工归类,0.71,2024-12-19 16:10:28,是,《严重过敏反应急救指南》推荐意见2019.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
成人体外心肺复苏专家共识更新（2023版）.pdf,成人体外心肺复苏专家共识更新2023版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\10. 心肺复苏,诊疗指南目录,待人工归类,1.86,2024-12-19 15:17:40,是,成人体外心肺复苏专家共识更新（2023版）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
ICU患者支气管肺泡灌洗液采集、送检、检测及结果解读规范2020.pdf,icu患者支气管肺泡灌洗液采集、送检、检测及结果解读规范2020,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\2. 重症呼吸,诊疗指南目录,待人工归类,1.36,2022-01-29 09:21:50,是,ICU患者支气管肺泡灌洗液采集、送检、检测及结果解读规范2020.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
《ESICM急性呼吸窘迫综合征指南：定义、分型和呼吸支持策略》解读2023.pdf,esicm急性呼吸窘迫综合征指南定义、分型和呼吸支持策略解读2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\2. 重症呼吸,诊疗指南目录,待人工归类,2.18,2024-12-19 17:36:32,否,,0,,进入未解析PDF候选池
中国成人急性呼吸窘迫综合征（ARDS）诊断与非机械通气治疗指南（2023）.pdf,中国成人急性呼吸窘迫综合征ards诊断与非机械通气治疗指南2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\2. 重症呼吸,诊疗指南目录,待人工归类,1.2,2024-12-18 21:47:52,是,中国成人急性呼吸窘迫综合征（ARDS）诊断与非机械通气治疗指南（2023）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
急性呼吸窘迫综合征患者机械通气指南(试行)2016.pdf,急性呼吸窘迫综合征患者机械通气指南试行2016,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\2. 重症呼吸,诊疗指南目录,待人工归类,2.12,2024-12-19 17:35:08,是,急性呼吸窘迫综合征患者机械通气指南(试行)2016.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
成人经鼻高流量湿化氧疗临床规范应用专家共识2019.pdf,成人经鼻高流量湿化氧疗临床规范应用专家共识2019,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\2. 重症呼吸,诊疗指南目录,待人工归类,0.7,2024-12-18 22:19:02,是,成人经鼻高流量湿化氧疗临床规范应用专家共识2019.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
无创正压通气急诊临床实践专家共识(2018).pdf,无创正压通气急诊临床实践专家共识2018,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\2. 重症呼吸,诊疗指南目录,待人工归类,1.78,2024-12-18 21:52:54,是,无创正压通气急诊临床实践专家共识(2018).pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
下消化道出血诊治指南2020.pdf,下消化道出血诊治指南2020,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\3. 重症消化,诊疗指南目录,待人工归类,1.54,2024-12-28 23:11:24,是,下消化道出血诊治指南2020.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
急性胰腺炎急诊诊治专家共识2024.pdf,急性胰腺炎急诊诊治专家共识2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\3. 重症消化,诊疗指南目录,待人工归类,11.41,2024-12-19 17:15:10,是,急性胰腺炎急诊诊治专家共识2024.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
急诊上消化道出血急诊诊治流程专家共识2021.pdf,急诊上消化道出血急诊诊治流程专家共识2021,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\3. 重症消化,诊疗指南目录,待人工归类,1.99,2024-12-28 23:10:56,是,急诊上消化道出血急诊诊治流程专家共识2021.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
肝衰竭诊治指南（2024年版）.pdf,肝衰竭诊治指南2024年版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\3. 重症消化,诊疗指南目录,待人工归类,2.51,2024-12-19 15:34:02,是,肝衰竭诊治指南（2024年版）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
重症患者腹内高压监测与管理专家共识(2020版).pdf,重症患者腹内高压监测与管理专家共识2020版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\3. 重症消化,诊疗指南目录,待人工归类,0.9,2024-12-19 15:35:10,是,重症患者腹内高压监测与管理专家共识(2020版).pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
亚低温脑保护中国专家共识2020.pdf,亚低温脑保护中国专家共识2020,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\4. 重症神经,诊疗指南目录,待人工归类,1.96,2023-08-29 21:41:48,是,亚低温脑保护中国专家共识2020.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
心脏外科围手术期脑损伤防治专家共识2024.pdf,心脏外科围手术期脑损伤防治专家共识2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\4. 重症神经,诊疗指南目录,待人工归类,2.69,2024-12-19 15:18:48,是,心脏外科围手术期脑损伤防治专家共识2024.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
神经重症目标温度管理中国专家共识(2022版).pdf,神经重症目标温度管理中国专家共识2022版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\4. 重症神经,诊疗指南目录,待人工归类,1.8,2023-12-14 14:03:10,是,神经重症目标温度管理中国专家共识(2022版).pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
终止癫痫持续状态发作的专家共识2022.pdf,终止癫痫持续状态发作的专家共识2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\4. 重症神经,诊疗指南目录,待人工归类,1.03,2023-12-12 20:56:46,是,终止癫痫持续状态发作的专家共识2022.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国抗血栓药物相关出血诊疗规范专家共识2022.pdf,中国抗血栓药物相关出血诊疗规范专家共识2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\5. 重症血液,诊疗指南目录,待人工归类,1.14,2024-12-19 17:12:14,是,中国抗血栓药物相关出血诊疗规范专家共识2022.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
全血和成分血使用规范.pdf,全血和成分血使用规范,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\5. 重症血液,诊疗指南目录,待人工归类,0.26,2024-12-19 16:27:02,是,全血和成分血使用规范.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
抗血栓药物围手术期管理多学科专家共识2020.pdf,抗血栓药物围手术期管理多学科专家共识2020,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\5. 重症血液,诊疗指南目录,待人工归类,0.76,2024-12-19 17:11:06,是,抗血栓药物围手术期管理多学科专家共识2020.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
肝素诱导的血小板减少症中国专家共识(2017).pdf,肝素诱导的血小板减少症中国专家共识2017,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\5. 重症血液,诊疗指南目录,待人工归类,4.44,2023-08-13 22:21:32,是,肝素诱导的血小板减少症中国专家共识(2017).pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
脓毒症相关的血小板减少症临床诊疗中国专家共识2023.pdf,脓毒症相关的血小板减少症临床诊疗中国专家共识2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\5. 重症血液,诊疗指南目录,待人工归类,1.56,2024-12-19 17:26:52,是,脓毒症相关的血小板减少症临床诊疗中国专家共识2023.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
重症患者凝血功能障碍标准化评估中国专家共识2022.pdf,重症患者凝血功能障碍标准化评估中国专家共识2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\5. 重症血液,诊疗指南目录,待人工归类,1.25,2024-07-22 23:44:02,是,重症患者凝血功能障碍标准化评估中国专家共识2022.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
