duplicate_code,duplicate_name,related_code,related_name,relation_type,standard_node_code
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-DC9B08A254F4,心脏性猝死临床规则-946C86,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-DCC89C10BB93,主动脉瓣狭窄临床规则-25E630,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-DD3986611A9B,心脏瓣膜病临床规则-EED3A3,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-DD8C2DA32B0D,二尖瓣反流临床规则-D86B3F,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-DE0EFC296C60,心房颤动临床规则-CE10F3,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-DE3737CE8928,心肌病临床规则-B12D2F,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-DE3A2BEB4165,扩张型心肌病临床规则-7B9F1D,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-DE49AB2EF3EC,三尖瓣反流临床规则-227679,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-DEA29E06C443,扩张型心肌病临床规则-85BAB4,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-DEA29E06C443,扩张型心肌病临床规则-85BAB4,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-DEA29E06C443,扩张型心肌病临床规则-85BAB4,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-DF3D09B6838F,二尖瓣狭窄临床规则-5288EF,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-DF533532099E,二尖瓣狭窄临床规则-2F2392,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-DFA967CF02A8,肥厚型心肌病临床规则-EBE97D,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E03632F18EC4,主动脉瓣狭窄临床规则-14F142,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,RULE-CARD-E0599357ED11,二尖瓣反流临床规则-56C73F,has_recommended_action,PROC-TEER
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E0AFF9AE0636,心脏性猝死临床规则-2D9F9C,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-E0AFF9AE0636,心脏性猝死临床规则-2D9F9C,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-3A1C9D9E3AEB,CTA,RULE-CARD-E0AFF9AE0636,心脏性猝死临床规则-2D9F9C,has_recommended_action,EXAM-CARD-CF719F4B0836
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E0D23AD07319,主动脉瓣狭窄临床规则-293E5F,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E0D381B11722,心脏瓣膜病临床规则-3349D0,has_recommended_action,EXAM-CMR
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-E15D332EAB4D,肥厚型心肌病临床规则-174FB3,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E15D332EAB4D,肥厚型心肌病临床规则-174FB3,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-E15D332EAB4D,肥厚型心肌病临床规则-174FB3,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E16DE84225C0,二尖瓣反流临床规则-F6AC4B,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E1A00594A99F,二尖瓣狭窄临床规则-055276,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E1E6E60010B8,心脏性猝死临床规则-A41D26,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-E1FF262568ED,急性心肌梗死临床规则-5228B2,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-E243E09354BE,二尖瓣狭窄临床规则-D25CF8,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E25D007C5A3E,致心律失常性心肌病临床规则-D443C2,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E274F556D0B5,心脏性猝死临床规则-C2CEF8,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-E274F556D0B5,心脏性猝死临床规则-C2CEF8,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E3DADA2FBBFE,室性心律失常临床规则-8BDEAB,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-E3DADA2FBBFE,室性心律失常临床规则-8BDEAB,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E4409BEA2690,心房颤动临床规则-34935D,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E44EA191873B,主动脉瓣反流临床规则-CAEAEA,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E4A840E1AAC0,主动脉瓣狭窄临床规则-38CC04,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E50DE150425B,室性心律失常临床规则-39E8FE,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E51268823A4E,心脏瓣膜病临床规则-BA49B0,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E577259AB199,心肌病临床规则-1DC79A,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E58390599E7B,心脏瓣膜病临床规则-F9C1E2,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E5C8BAB1D501,主动脉瓣反流临床规则-DD0083,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E68D7BA17647,主动脉瓣狭窄临床规则-BEFD8A,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E69170DC65C4,主动脉瓣狭窄临床规则-5E1F0D,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E6CE23152280,心脏瓣膜病临床规则-58A585,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E702B1FC0AA8,二尖瓣反流临床规则-1B678B,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E70E61E95930,肥厚型心肌病临床规则-B13AF0,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-E71FB541774D,二尖瓣反流临床规则-67E611,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-3A1C9D9E3AEB,CTA,RULE-CARD-E72DC2E7FE42,心脏性猝死临床规则-6B6D34,has_recommended_action,EXAM-CARD-CF719F4B0836
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-E75E803490F8,主动脉瓣狭窄临床规则-7E39DA,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E7FFFF096707,致心律失常性心肌病临床规则-0250FD,has_recommended_action,EXAM-CMR
PROC-CARD-3A51966AEA2C,TEER,RULE-CARD-E84E32346474,主动脉瓣狭窄临床规则-78E598,has_recommended_action,PROC-TEER
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E86A7ECCE30D,扩张型心肌病临床规则-B2BF9E,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E87B0C82C6E2,主动脉瓣反流临床规则-2F1A72,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-E886CD1E4CC5,主动脉瓣狭窄临床规则-CBC345,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-E886CD1E4CC5,主动脉瓣狭窄临床规则-CBC345,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-E8B88CDDC0A7,室性心律失常临床规则-D7B0F7,has_recommended_action,EXAM-CMR
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-E929B873773D,室性心律失常临床规则-AEA2CB,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-E96CF437A876,心房颤动临床规则-D0F964,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-E9C8F45BC7BF,主动脉瓣狭窄临床规则-FF4FDB,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-EA11D9E8D7F4,扩张型心肌病临床规则-069875,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EA19406C7BEC,致心律失常性心肌病临床规则-E9AE16,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-EA1B1ABBE2AD,二尖瓣狭窄临床规则-152458,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-EA963259A86B,主动脉瓣狭窄临床规则-158D43,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EA9FC1327CDF,心脏性猝死临床规则-D55E8E,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-EAA98F4F7CE1,主动脉瓣狭窄临床规则-6AF3B2,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-EAAD87DFDCB5,主动脉瓣狭窄临床规则-4EDE02,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EB65598C767D,致心律失常性心肌病临床规则-BF95B2,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EBA53EBE9FAC,限制型心肌病临床规则-B2A333,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-EC26CD179250,主动脉瓣反流临床规则-ED7671,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EC2E877FBB41,扩张型心肌病临床规则-B4598D,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EC3609D1D077,主动脉瓣反流临床规则-3700C3,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-EC3609D1D077,主动脉瓣反流临床规则-3700C3,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,RULE-CARD-EC3609D1D077,主动脉瓣反流临床规则-3700C3,has_recommended_action,PROC-TEER
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-EC5C10E1F7AA,二尖瓣反流临床规则-78737F,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-ECB3E41F874C,心肌病临床规则-D8DC2A,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-ED3B903A4ABA,二尖瓣反流临床规则-A6945E,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-ED4BC888A6F4,二尖瓣反流临床规则-AFE9C6,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-ED4BC888A6F4,二尖瓣反流临床规则-AFE9C6,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-ED4CCE2CF228,主动脉瓣狭窄临床规则-06C5D3,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-ED56E04F693A,主动脉瓣狭窄临床规则-B060BE,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-ED81CDD4BE21,主动脉瓣反流临床规则-AE63ED,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-EDC03821008E,二尖瓣狭窄临床规则-194F3A,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-EDC03821008E,二尖瓣狭窄临床规则-194F3A,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-EE43DEE9C1E5,心脏瓣膜病临床规则-BB341E,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EF23BC6ABFC6,心脏性猝死临床规则-579BEF,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EF38E16E5762,心肌病临床规则-3B42DE,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-EF38E16E5762,心肌病临床规则-3B42DE,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-EF5CB424AC62,主动脉瓣狭窄临床规则-43DAD2,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EF5CC73B478F,室性心律失常临床规则-7319F1,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-EF5CC73B478F,室性心律失常临床规则-7319F1,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-3A1C9D9E3AEB,CTA,RULE-CARD-EF5CC73B478F,室性心律失常临床规则-7319F1,has_recommended_action,EXAM-CARD-CF719F4B0836
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EFAFCEEC0C90,心肌病临床规则-1636C6,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-EFAFCEEC0C90,心肌病临床规则-1636C6,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-EFBF1ED4B9C7,感染性心内膜炎临床规则-EFB33D,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-EFF891D6594F,致心律失常性心肌病临床规则-A78A88,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F01D440B8FF3,肥厚型心肌病临床规则-80C966,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F01F9AC269A4,致心律失常性心肌病临床规则-659D41,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F02A4E7197F5,二尖瓣狭窄临床规则-4246B6,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F1963C512767,肥厚型心肌病临床规则-97651F,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F1EB0D8F59DA,主动脉瓣狭窄临床规则-33A783,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F213ECE6AB37,房室传导阻滞临床规则-93ED7F,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F296E01702AE,二尖瓣反流临床规则-830B8E,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F2B4858C2FE6,心脏性猝死临床规则-45C922,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-F2F6D2600087,扩张型心肌病临床规则-B864B5,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F381FAC34FF1,心肌病临床规则-86B16F,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F3C288C91458,心肌病临床规则-ADF753,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F3F657499173,主动脉瓣狭窄临床规则-36EDF9,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F4122D6E3620,肥厚型心肌病临床规则-711E36,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-F5866B2ABCF3,急性心肌梗死临床规则-DBED69,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F5DCDCEE0A63,心脏瓣膜病临床规则-CD774B,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F5DCDCEE0A63,心脏瓣膜病临床规则-CD774B,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,RULE-CARD-F5DCDCEE0A63,心脏瓣膜病临床规则-CD774B,has_recommended_action,PROC-TEER
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F62C845E0375,主动脉瓣狭窄临床规则-1544B6,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F6D607D252F4,扩张型心肌病临床规则-8B1302,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F733DF70DD15,主动脉瓣狭窄临床规则-555B16,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F75798B7B457,主动脉瓣狭窄临床规则-14DCDD,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,RULE-CARD-F75798B7B457,主动脉瓣狭窄临床规则-14DCDD,has_recommended_action,PROC-TEER
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F787A3B19CE7,心脏性猝死临床规则-160560,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F7988048E62B,心脏性猝死临床规则-CD7E5E,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F79B38FB8D3A,心脏性猝死临床规则-3052EF,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F7D18D0C5A40,主动脉瓣狭窄临床规则-E67808,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F7E9C370E4D0,主动脉瓣反流临床规则-7257E9,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F83E357293FF,致心律失常性心肌病临床规则-817E9F,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F86A2EAA0B26,主动脉瓣狭窄临床规则-4F63FC,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,RULE-CARD-F872F3DFB1F1,二尖瓣反流临床规则-1349D2,has_recommended_action,PROC-TEER
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F8974264716C,感染性心内膜炎临床规则-0DA6A4,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F89C0F71FDB2,主动脉瓣狭窄临床规则-A17C3D,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-F89C0F71FDB2,主动脉瓣狭窄临床规则-A17C3D,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F8EB6C5DF9DE,心肌病临床规则-7FA8DF,has_recommended_action,EXAM-CMR
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-F8EFC2A80241,三尖瓣反流临床规则-A10632,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F9127870B42F,主动脉瓣狭窄临床规则-E08B2C,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F99F55ACF6C2,二尖瓣反流临床规则-624CBD,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-F9D0B17B9654,二尖瓣反流临床规则-A066AF,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-F9D151E0E973,心脏性猝死临床规则-A82BC0,has_recommended_action,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-F9E23D47CB69,主动脉瓣狭窄临床规则-15F67D,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,RULE-CARD-F9E23D47CB69,主动脉瓣狭窄临床规则-15F67D,has_recommended_action,PROC-TEER
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-FA00B4C78667,主动脉瓣狭窄临床规则-2F42FA,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-FA1EF3DA64BA,感染性心内膜炎临床规则-B092F2,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-FA30237D4DAE,主动脉瓣狭窄临床规则-90253A,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-FA7688375FE4,心肌病临床规则-0D566F,has_recommended_action,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-FA9ECA5D1ACA,心肌病临床规则-D34366,has_recommended_action,EXAM-CMR
LAB-CARD-AAA739D91A3A,BNP,RULE-CARD-FAA1DE89C16A,主动脉瓣狭窄临床规则-E84F35,has_recommended_action,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-FAA213BA9706,主动脉瓣狭窄临床规则-B4F8F2,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-FAB42EAFA37F,主动脉瓣狭窄临床规则-F25297,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-FAC38A494FAC,室性心律失常临床规则-AAFA6B,has_recommended_action,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,RULE-CARD-FAC38A494FAC,室性心律失常临床规则-AAFA6B,has_recommended_action,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-FB3FA6C8864A,主动脉瓣反流临床规则-65928E,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,RULE-CARD-FB7D911753F4,三尖瓣反流临床规则-226529,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,RULE-CARD-FB87D624FECA,主动脉瓣狭窄临床规则-9C4C52,has_recommended_action,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,RULE-CARD-FBB0E7DAE515,致心律失常性心肌病临床规则-2AF49A,has_recommended_action,EXAM-CMR
