rec_code,rec_name,clinical_review_status,review_status,cdss_release_level,formal_cdss_ready,disease_categories,diseases,disease_codes,action_n,action_names,action_codes,evidence_n,evidence_examples,rule_n,stage_n,disease_n,has_trigger,has_population,has_exclusion_or_contra,has_patient_fields,has_recommendation_class,has_evidence_level,has_statement_text,recommendation_class,evidence_level,gaps,qualification
REC-57BFB7E576312074,长QT间期综合征路径随访安全规则｜长QT间期综合征风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,长QT间期综合征,DIS-CARD-ARR-LQTS,1,长QT间期综合征风险分层,RISK-CARD-87ECA663125E,5,EVD-03B05326ADCB1E7378E3-LQTS；EVD-03876E6C66267C5C1BB5-LQTS；EVD-00323EE9BEA35BEB60BB-LQTS；EVD-0C285669574AD781E59C-LQTS；EVD-0557CABCC078CAD7F14C-LQTS,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-58DDA5325D02391B,限制型心肌病路径治疗决策规则｜限制型心肌病治疗方案（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,限制型心肌病,DIS-CARD-CM-RCM,1,限制型心肌病治疗方案,PLAN-CARD-8419002B35F1,4,EVD-FFEC8CA65DBBB1B8118F-RCM；EVD-26CD5802C3C5E0A2B148-RCM；EVD-3378C7AF19D8C5D6D836-RCM；EVD-TB-B9678D452E636AA92F4C-RCM,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-595E8F3DB1865725,扩张型心肌病路径治疗决策规则｜降压治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,扩张型心肌病,DIS-CARD-CM-DCM,1,降压治疗,PLAN-CARD-BDE62A3BE028,5,EVD-26CD5802C3C5E0A2B148-DCM；EVD-C14CF5C9764CDA9CAE55-DCM；EVD-TB-7F0A22117F8FE0172CF9-DCM；EVD-TB-5908340B73B73B1642EC-DCM；EVD-27EF0299F4DE9D99C389-DCM,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-59B287969535CC42,房颤抗凝治疗规则｜抗凝治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,心房颤动,DIS-CARD-ARR-AF,1,抗凝治疗,PLAN-CARD-A1C4E6332D38,3,EVD-8A9E9D41F2BC962BEB8B-AF；EVD-1BDBEB039CDD54E3D3A7-AF；EVD-00CF88A508BB4F312338-AF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-59BE03402037CFE1,房颤抗凝治疗规则｜达比加群酯（药物）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,心房颤动,DIS-CARD-ARR-AF,1,达比加群酯,MED-CARD-68E5765B76ED,3,EVD-8A9E9D41F2BC962BEB8B-AF；EVD-00CF88A508BB4F312338-AF；EVD-1BDBEB039CDD54E3D3A7-AF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-5A436C450C92AA28,稳定型心绞痛路径治疗决策规则｜降压治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,稳定型心绞痛,DIS-CARD-CAD-STABLE-ANGINA,1,降压治疗,PLAN-CARD-BDE62A3BE028,1,EVD-28A3B9CF0363F965278F-ANGINA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-5BAA719A38F2A2C8,缺血性心肌病路径评估规则｜缺血性心肌病诊断标准（诊断标准）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,DIS-CARD-CAD-ICM,1,缺血性心肌病诊断标准,DXC-CARD-097806EACD3F,1,EVD-0B86F000BFC1DF91F705-ICM,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-5BF430CF0B27E0F5,心室扑动与心室颤动路径治疗决策规则｜心室扑动与心室颤动治疗方案（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,心室扑动与心室颤动,DIS-CARD-ARR-VF,1,心室扑动与心室颤动治疗方案,PLAN-CARD-F4DFEE3BA390,3,EVD-TB-C001445EDA5318276FDC-VF；EVD-TB-29E0C7E19BA5462795AB-VF；EVD-TB-0A56361AC757170F89F4-VF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-5CF2C71E532DF775,室性心律失常路径随访安全规则｜室性心律失常风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,室性心律失常,DIS-CARD-ARR-VA,1,室性心律失常风险分层,RISK-CARD-ED4558D6EFFC,5,EVD-016B94527BFF83301D33-VA；EVD-03457637AF26C7A4FF24-VA；EVD-00323EE9BEA35BEB60BB-VA；EVD-01226DDDBF2566E8F84E-VA；EVD-02C09DB539E2AD3ADB44-VA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-5DAF220EA350E2BF,扩张型心肌病路径随访安全规则｜扩张型心肌病风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,扩张型心肌病,DIS-CARD-CM-DCM,1,扩张型心肌病风险分层,RISK-CARD-5217C75AAD41,5,EVD-26CD5802C3C5E0A2B148-DCM；EVD-TB-5908340B73B73B1642EC-DCM；EVD-27EF0299F4DE9D99C389-DCM；EVD-TB-7F0A22117F8FE0172CF9-DCM；EVD-C14CF5C9764CDA9CAE55-DCM,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-61BF47328BC263D5,房颤急性复律/心率控制规则｜地尔硫卓（药物）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,心房颤动,DIS-CARD-ARR-AF,1,地尔硫卓,MED-CARD-STD-0401DB9741,2,EVD-8A9E9D41F2BC962BEB8B-AF；EVD-00CF88A508BB4F312338-AF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-641ADA1A77EC5449,致心律失常性双心室心肌病路径治疗决策规则｜致心律失常性双心室心肌病治疗方案（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,致心律失常性双心室心肌病,DIS-CARD-CM-ABVC,1,致心律失常性双心室心肌病治疗方案,PLAN-CARD-75D805FA2D42,5,EVD-4A1E4087CE013F3ECAA8-ABVC；EVD-1531F948DBF3F4B93574-ABVC；EVD-08295DA4EED85656A764-ABVC；EVD-372D6AE9E53CCA620998-ABVC；EVD-2242D7ECFF04974226D8-ABVC,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-642081DB8BA4576E,心脏性猝死路径随访安全规则｜心脏性猝死风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心脏骤停与心脏性猝死；心律失常,心脏性猝死,DIS-CARD-SCD-SUDDEN,1,心脏性猝死风险分层,RISK-CARD-39D6A5F57D3A,4,EVD-D38F0492EA9F9200762F-SUDDEN；EVD-2AA60383D7A330521376-SUDDEN；EVD-4E46A29E2F905FA473FD-SUDDEN；EVD-9115EEE0F843877EEC13-SUDDEN,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-6508B53A9DAAD87C,非ST段抬高型心肌梗死路径随访安全规则｜非ST段抬高型心肌梗死风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,1,非ST段抬高型心肌梗死风险分层,RISK-CARD-829873C257A6,1,EVD-C3D0D21EAE4C6BF3996A-NSTEMI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-66E917470CF948BD,慢性冠脉综合征路径随访安全规则｜慢性冠脉综合征风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,DIS-CARD-CAD-CCS,1,慢性冠脉综合征风险分层,RISK-CARD-20754CD9B62D,5,EVD-02C69371610F375E1A8D-CCS；EVD-0074E088124304BFDA77-CCS；EVD-00703DC4FABEFCC1BD9D-CCS；EVD-019FE93DC48C8CD8DAC2-CCS；EVD-00500E56838521D1853C-CCS,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-66EED9892A98D449,房颤急性复律/心率控制规则｜同步电复律（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,心房颤动,DIS-CARD-ARR-AF,1,同步电复律,PLAN-CARD-108E680ADD4F,2,EVD-8A9E9D41F2BC962BEB8B-AF；EVD-00CF88A508BB4F312338-AF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-68522C78632B674D,不稳定型心绞痛路径治疗决策规则｜血运重建（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,DIS-CARD-CAD-UA,1,血运重建,PLAN-CARD-TEXT-EEF9C97B59,5,EVD-0CCD7C1153D1B11A8A82-UA；EVD-06DDCBBA999D5DF55BFF-UA；EVD-03B4C8868CBC1258E2A5-UA；EVD-091EF3EE48C1145A0CCC-UA；EVD-0AAFE16ADDBC86048914-UA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-6CA2B4ECB2D76ADA,淀粉样变心肌病路径随访安全规则｜淀粉样变心肌病随访方案（随访）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,淀粉样变心肌病,DIS-CARD-CM-AMYLOID,1,淀粉样变心肌病随访方案,FU-CARD-94C8AE220B62,4,EVD-FBB22B98ABF7CAAFF24A-AMYLOID；EVD-165940DDED43FC899516-AMYLOID；EVD-5F2A35025261D39FCAFB-AMYLOID；EVD-58DE7E71088468292683-AMYLOID,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-6CAE41CD73D9133E,急性冠脉综合征路径随访安全规则｜急性冠脉综合征风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,急性冠脉综合征,DIS-CARD-CAD-ACS,1,急性冠脉综合征风险分层,RISK-CARD-118DE6495635,1,EVD-A757284F10089B5E60ED-ACS,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-6E8A2DF6F43CE770,扩张型心肌病路径治疗决策规则｜控制心室率（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,扩张型心肌病,DIS-CARD-CM-DCM,1,控制心室率,PLAN-CARD-TEXT-655F4B37BC,5,EVD-26CD5802C3C5E0A2B148-DCM；EVD-TB-5908340B73B73B1642EC-DCM；EVD-C14CF5C9764CDA9CAE55-DCM；EVD-27EF0299F4DE9D99C389-DCM；EVD-TB-7F0A22117F8FE0172CF9-DCM,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-6F715C192707537E,短QT间期综合征路径随访安全规则｜短QT间期综合征随访方案（随访）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,短QT间期综合征,DIS-CARD-ARR-SQTS,1,短QT间期综合征随访方案,FU-CARD-29E417517387,5,EVD-31FED4A2CB7FDE6D6F6B-SQTS；EVD-308FEE043A398A00ED9C-SQTS；EVD-0C285669574AD781E59C-SQTS；EVD-12525D6B7FDABF703573-SQTS；EVD-20ECED296C7EE98CF1D7-SQTS,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7023A88D54CE1E7A,法布雷病心肌病路径治疗决策规则｜法布雷病心肌病治疗方案（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,法布雷病心肌病,DIS-CARD-CM-FABRY,1,法布雷病心肌病治疗方案,PLAN-CARD-D8661B4FB4B1,5,EVD-305FAC2C36B8A121E5B4-FABRY；EVD-10883BFD34EA033FDF6E-FABRY；EVD-00CF1703DDCBA6474E42-FABRY；EVD-19A7AED44FBB561C23FB-FABRY；EVD-171C192F1182A0CE6292-FABRY,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7037AAEFC3CB6A26,心肌梗死后心力衰竭路径随访安全规则｜心力衰竭随访方案（随访）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心力衰竭,心肌梗死后心力衰竭,DIS-CARD-HF-POST-MI,1,心力衰竭随访方案,FU-CARD-8BCE7C3349BC,5,EVD-0AF47B0E09B86CEE0B03-MI；EVD-0A7C5931A82DC7AF2B3A-MI；EVD-031BA794407F74F55B8B-MI；EVD-00500E56838521D1853C-MI；EVD-0557F7773247CA1A79EC-MI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-713CAA3F200C250E,心衰疑诊利钠肽与超声评估规则｜心电图（检查）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心力衰竭,心力衰竭,DIS-CARD-HF,1,心电图,EXAM-ECG,2,EVD-C3D617211B596CF0E5CE-HF；EVD-BAC1C48FDED5FA1DEB2D-AHF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-722760E827A6CAB6,缺血性心肌病路径治疗决策规则｜降压治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,DIS-CARD-CAD-ICM,1,降压治疗,PLAN-CARD-BDE62A3BE028,1,EVD-0B86F000BFC1DF91F705-ICM,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-728257F09E138A93,稳定窄QRS SVT急性终止规则｜迷走神经刺激（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,室上性心动过速,DIS-CARD-ARR-SVT,1,迷走神经刺激,PLAN-CARD-741F70867FDD,3,EVD-8E8277EACCB8AF52483A-SVT；EVD-09B1E465B34B6085BFBF-SVT；EVD-008C3C73C794EC14A074-SVT,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-72CE3AFC19E6F55D,STEMI再灌注策略选择规则｜溶栓治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,DIS-CARD-CAD-STEMI,1,溶栓治疗,PLAN-CARD-FULLBOOK-B87D3F557B,3,EVD-9E8CE48E36F457A68185-STEMI；EVD-662C41B76B258D7E8FE8-STEMI；EVD-1C7BEBF33C4B07C4693D-STEMI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7437BD316125078C,房颤急性复律/心率控制规则｜β受体阻滞剂（药物）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,心房颤动,DIS-CARD-ARR-AF,1,β受体阻滞剂,MED-BETA-BLOCKER,2,EVD-8A9E9D41F2BC962BEB8B-AF；EVD-00CF88A508BB4F312338-AF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-74F2A04354313970,短QT间期综合征路径评估规则｜短QT间期综合征诊断标准（诊断标准）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,短QT间期综合征,DIS-CARD-ARR-SQTS,1,短QT间期综合征诊断标准,DXC-CARD-REQ-F5E5DC1892EC,5,EVD-31FED4A2CB7FDE6D6F6B-SQTS；EVD-12525D6B7FDABF703573-SQTS；EVD-0C285669574AD781E59C-SQTS；EVD-20ECED296C7EE98CF1D7-SQTS；EVD-308FEE043A398A00ED9C-SQTS,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-773A8F4D3FBECC1A,心衰LVEF分型规则｜射血分数轻度降低的心力衰竭诊断标准（诊断标准）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心力衰竭,心力衰竭,DIS-CARD-HF,1,射血分数轻度降低的心力衰竭诊断标准,DXC-CARD-28280DD401C8,2,EVD-7DFE0F3278CE8851A238-HFpEF；EVD-1740A4027F163FB2BFA3-HFpEF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-78888CE12F2F6E81,Brugada综合征路径随访安全规则｜Brugada综合征随访方案（随访）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,Brugada综合征,DIS-CARD-ARR-BRUGADA,1,Brugada综合征随访方案,FU-CARD-DACB92B0C5DD,5,EVD-1DFD2B20A3502360B4ED-BRUGADA；EVD-0C285669574AD781E59C-BRUGADA；EVD-0174E53D695CDE0D168C-BRUGADA；EVD-21ECFB82664F6A921D42-BRUGADA；EVD-15E5A74C063949CDA946-BRUGADA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-79C0D690D7864362,不稳定型心绞痛路径治疗决策规则｜氧疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,DIS-CARD-CAD-UA,1,氧疗,PLAN-CARD-FULLBOOK-BBA9C43055,5,EVD-0CCD7C1153D1B11A8A82-UA；EVD-06DDCBBA999D5DF55BFF-UA；EVD-091EF3EE48C1145A0CCC-UA；EVD-03B4C8868CBC1258E2A5-UA；EVD-0AAFE16ADDBC86048914-UA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7AF9D9F0F96C146E,Brugada综合征路径治疗决策规则｜复律治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,Brugada综合征,DIS-CARD-ARR-BRUGADA,1,复律治疗,PLAN-CARD-TEXT-7CC38FBA6F,5,EVD-1DFD2B20A3502360B4ED-BRUGADA；EVD-0C285669574AD781E59C-BRUGADA；EVD-21ECFB82664F6A921D42-BRUGADA；EVD-15E5A74C063949CDA946-BRUGADA；EVD-0174E53D695CDE0D168C-BRUGADA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7AFE5F9672849D6F,STEMI疑诊心电图与肌钙蛋白评估规则｜心电图（检查）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,DIS-CARD-CAD-STEMI,1,心电图,EXAM-ECG,2,EVD-113BF85876DF5EF032F0-STEMI；EVD-23809B8617D9BDC7270C-STEMI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7BD8C43059E3430E,室上速/房扑血流动力学稳定性规则｜同步电复律（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,室上性心动过速,DIS-CARD-ARR-SVT,1,同步电复律,PLAN-CARD-108E680ADD4F,3,EVD-8E8277EACCB8AF52483A-SVT；EVD-09B1E465B34B6085BFBF-SVT；EVD-008C3C73C794EC14A074-SVT,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7BE93D3C194B1C0A,心房心肌病路径评估规则｜EHRA心房心肌病组织学分型诊断框架（诊断标准）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,心房心肌病,DIS-CARD-CM-ATRIAL,1,EHRA心房心肌病组织学分型诊断框架,DXC-CARD-CM-ATRIAL-EHRA-CLASS,5,EVD-B7158EA8F42BD3742755-ATRIAL；EVD-0EBC528F9F2374DA5B28-ATRIAL；EVD-74C08FDA665F90308028-ATRIAL；EVD-773C089A9E762740DADF-ATRIAL；EVD-28A6FE4B0E63BA664B7E-ATRIAL,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7DF8568675FB94DD,室性期前收缩路径随访安全规则｜室性期前收缩风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,室性期前收缩,DIS-CARD-ARR-PVC,1,室性期前收缩风险分层,RISK-CARD-FC946E22ED9C,4,EVD-TB-C8D90A4B2E725F3E6B4C-PVC；EVD-B80172311264680BDAC5-PVC；EVD-77E575313290309ACD7E-PVC；EVD-TB-9BBB78EB9A8F341619D9-PVC,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7F81953DE3512D77,致心律失常性左心室心肌病路径治疗决策规则｜致心律失常性左心室心肌病治疗方案（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,致心律失常性左心室心肌病,DIS-CARD-CM-ALVC,1,致心律失常性左心室心肌病治疗方案,PLAN-CARD-501677A0810C,5,EVD-166438AB9D1A5DD206B5-ALVC；EVD-066552C60477CD73B70D-ALVC；EVD-1531F948DBF3F4B93574-ALVC；EVD-1E866D7222215EE772CA-ALVC；EVD-08295DA4EED85656A764-ALVC,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-7FC15860DEFB09C7,稳定型心绞痛路径随访安全规则｜稳定型心绞痛风险分层（风险分层）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,稳定型心绞痛,DIS-CARD-CAD-STABLE-ANGINA,1,稳定型心绞痛风险分层,RISK-CARD-C8FDB01D41A4,1,EVD-28A3B9CF0363F965278F-ANGINA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-8377E5F73BCC063E,非ST段抬高型心肌梗死路径治疗决策规则｜氧疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,1,氧疗,PLAN-CARD-FULLBOOK-BBA9C43055,1,EVD-C3D0D21EAE4C6BF3996A-NSTEMI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-83E5052977F3786E,非ST段抬高型心肌梗死路径治疗决策规则｜血运重建（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,1,血运重建,PLAN-CARD-TEXT-EEF9C97B59,1,EVD-C3D0D21EAE4C6BF3996A-NSTEMI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-84244900D44544BD,STEMI二级预防与随访规则｜β受体阻滞剂（药物）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,DIS-CARD-CAD-STEMI,1,β受体阻滞剂,MED-BETA-BLOCKER,2,EVD-CD376C831C68934A39DA-STEMI；EVD-484DBB2AC0F23DD07AA4-STEMI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-84BF0B512DC5CDB8,HFpEF综合管理规则｜射血分数保留的心力衰竭治疗方案（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心力衰竭,心力衰竭,DIS-CARD-HF,1,射血分数保留的心力衰竭治疗方案,PLAN-CARD-71EEE6F12EA8,4,EVD-7DFE0F3278CE8851A238-HFpEF；EVD-1740A4027F163FB2BFA3-HFpEF；EVD-6C22AF8E99424C13D50E-HF；EVD-6C40984E352072D805F6-HF,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-8635439FB569D904,室性期前收缩路径治疗决策规则｜急救复苏（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,室性期前收缩,DIS-CARD-ARR-PVC,1,急救复苏,PLAN-CARD-C23D6266C767,4,EVD-TB-C8D90A4B2E725F3E6B4C-PVC；EVD-77E575313290309ACD7E-PVC；EVD-B80172311264680BDAC5-PVC；EVD-TB-9BBB78EB9A8F341619D9-PVC,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-86DD62EB59901933,限制型心肌病路径治疗决策规则｜抗凝治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心肌病,限制型心肌病,DIS-CARD-CM-RCM,1,抗凝治疗,PLAN-CARD-A1C4E6332D38,4,EVD-FFEC8CA65DBBB1B8118F-RCM；EVD-3378C7AF19D8C5D6D836-RCM；EVD-26CD5802C3C5E0A2B148-RCM；EVD-TB-B9678D452E636AA92F4C-RCM,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-87906627D928CD1A,室性期前收缩路径评估规则｜室性期前收缩诊断标准（诊断标准）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,室性期前收缩,DIS-CARD-ARR-PVC,1,室性期前收缩诊断标准,DXC-CARD-E67828C4B263,4,EVD-TB-C8D90A4B2E725F3E6B4C-PVC；EVD-B80172311264680BDAC5-PVC；EVD-TB-9BBB78EB9A8F341619D9-PVC；EVD-77E575313290309ACD7E-PVC,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-889219A91D901ABE,持续性室性心动过速路径治疗决策规则｜持续性室性心动过速治疗方案（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,持续性室性心动过速,DIS-CARD-ARR-VT,1,持续性室性心动过速治疗方案,PLAN-CARD-47613024D1C5,5,EVD-TB-C8D90A4B2E725F3E6B4C-VT；EVD-TB-511EBB969AE18A9B8533-VT；EVD-TB-768C920AFBBFC4222902-VT；EVD-TB-9BBB78EB9A8F341619D9-VT；EVD-AA503EA3126E4F65D33E-VT,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-88DBA5F0096692CC,Brugada综合征路径治疗决策规则｜电复律除颤（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,Brugada综合征,DIS-CARD-ARR-BRUGADA,1,电复律除颤,PLAN-CARD-A694F46F1102,5,EVD-1DFD2B20A3502360B4ED-BRUGADA；EVD-0174E53D695CDE0D168C-BRUGADA；EVD-0C285669574AD781E59C-BRUGADA；EVD-21ECFB82664F6A921D42-BRUGADA；EVD-15E5A74C063949CDA946-BRUGADA,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-89A1F98D35550192,房扑抗凝复律规则｜抗凝治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,心律失常,室上性心动过速,DIS-CARD-ARR-SVT,1,抗凝治疗,PLAN-CARD-A1C4E6332D38,3,EVD-E481A267ED3BA48B080C-SVT；EVD-52F92D38A1E6498A4D09-WPW；EVD-091DCA6C247FAD9B4430-AFL,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
REC-89A78DF92D89D62C,STEMI抗血小板与抗凝治疗规则｜抗血小板治疗（治疗方案）推荐,pending_clinical_use_effect_review,approved_for_sample,,false,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,DIS-CARD-CAD-STEMI,1,抗血小板治疗,PLAN-CARD-42FD049DCDB5,2,EVD-DBAD6C36E6EB12587EA1-STEMI；EVD-58F0ABFAF9EB30091D7A-STEMI,1,1,1,True,True,True,True,True,True,True,未结构化,未结构化,,结构完整但字段不足/待审核
