推荐编码,推荐名称,是否正式CDSS推荐,审核状态,发布层级,疾病大类,疾病,推荐动作数,推荐动作示例,证据数,临床规则数,诊疗阶段数,关联疾病数,推荐等级,证据等级,缺口,复核结论
REC-9F823F90559ECCF3,心肌梗死后心力衰竭路径评估规则｜心肌梗死后心力衰竭诊断标准（诊断标准）推荐,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,1,心肌梗死后心力衰竭诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-A0E6935D6AC7EE2A,陈旧性心肌梗死路径评估规则｜陈旧性心肌梗死诊断依据（诊断标准）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,陈旧性心肌梗死,1,陈旧性心肌梗死诊断依据,5,1,1,1,未结构化,未结构化,,通过
REC-A0EFED6A7A353578,Brugada综合征路径治疗决策规则｜ICD治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,Brugada综合征,1,ICD治疗,5,1,1,1,未结构化,未结构化,,通过
REC-A18FFF0048F87DE9,不稳定型心绞痛路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,1,抗凝治疗,5,1,1,1,未结构化,未结构化,,通过
REC-A3C6BB200B047E7A,急性冠脉综合征路径治疗决策规则｜溶栓治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,1,溶栓治疗,1,1,1,1,未结构化,未结构化,,通过
REC-A42A28167A3ECA65,HFrEF长期规范药物治疗规则｜血管紧张素转换酶抑制剂（药物）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,血管紧张素转换酶抑制剂,2,1,1,1,未结构化,未结构化,,通过
REC-A515D5BD5F41CCE3,心衰随访与用药安全监测规则｜心力衰竭风险分层（风险分层）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,心力衰竭风险分层,1,1,1,1,未结构化,未结构化,,通过
REC-A5CAC0416D92A2AA,法布雷病心肌病路径评估规则｜酶活性、基因检测和心肌活检诊断（诊断标准）推荐,True,clinical_ready,formal,心肌病,法布雷病心肌病,1,酶活性、基因检测和心肌活检诊断,5,1,1,1,未结构化,未结构化,,通过
REC-A85649C61BA4AEA9,心衰诊断三要素规则｜心力衰竭诊断标准（诊断标准）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,心力衰竭诊断标准,2,1,1,1,未结构化,未结构化,,通过
REC-A913EC4378A30237,非扩张型左心室心肌病路径治疗决策规则｜控制心室率（治疗方案）推荐,True,clinical_ready,formal,心肌病,非扩张型左心室心肌病,1,控制心室率,5,1,1,1,未结构化,未结构化,,通过
REC-AB3490A7803DED48,非持续性室性心动过速路径评估规则｜非持续性室性心动过速诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,非持续性室性心动过速,1,非持续性室性心动过速诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-ACBC04447755D735,Brugada综合征路径随访安全规则｜Brugada综合征风险分层（风险分层）推荐,True,clinical_ready,formal,心律失常,Brugada综合征,1,Brugada综合征风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-AF4CC96EF2F02105,室性心律失常路径治疗决策规则｜ICD治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,室性心律失常,1,ICD治疗,5,1,1,1,未结构化,未结构化,,通过
REC-B04D6200D4BB9821,HFpEF综合管理规则｜钠-葡萄糖协同转运蛋白2抑制剂（药物）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,钠-葡萄糖协同转运蛋白2抑制剂,4,1,1,1,未结构化,未结构化,,通过
REC-B070F65A59B53524,慢性冠脉综合征路径治疗决策规则｜抗血小板治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,1,抗血小板治疗,5,1,1,1,未结构化,未结构化,,通过
REC-B16B52AD84F730BD,心室扑动与心室颤动路径评估规则｜心室扑动与心室颤动诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,1,心室扑动与心室颤动诊断标准,3,1,1,1,未结构化,未结构化,,通过
REC-B17137D31E68F0CD,短QT间期综合征路径治疗决策规则｜短QT间期综合征治疗方案（治疗方案）推荐,True,clinical_ready,formal,心律失常,短QT间期综合征,1,短QT间期综合征治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-B2246A1F11635602,STEMI诊断确认规则｜急性心肌梗死诊断标准（诊断标准）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,急性心肌梗死诊断标准,3,1,1,1,未结构化,未结构化,,通过
REC-B28448660D0D2E36,持续性室性心动过速路径治疗决策规则｜血运重建（治疗方案）推荐,True,clinical_ready,formal,心律失常,持续性室性心动过速,1,血运重建,5,1,1,1,未结构化,未结构化,,通过
REC-B29356115B6A6389,室上速/房扑随访规则｜室上性心动过速随访方案（随访）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,室上性心动过速随访方案,3,1,1,1,未结构化,未结构化,,通过
REC-B3B32FFED9AE1D4A,缺血性心肌病路径随访安全规则｜缺血性心肌病随访方案（随访）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,1,缺血性心肌病随访方案,1,1,1,1,未结构化,未结构化,,通过
REC-B3EABCBC56B3613A,HFrEF长期规范药物治疗规则｜射血分数降低的心力衰竭治疗方案（治疗方案）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,射血分数降低的心力衰竭治疗方案,2,1,1,1,未结构化,未结构化,,通过
REC-B536E27D593BB7AE,非ST段抬高型心肌梗死路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,抗凝治疗,1,1,1,1,未结构化,未结构化,,通过
REC-B53EBBD146286AAD,心脏性猝死路径评估规则｜心脏性猝死诊断标准（诊断标准）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,1,心脏性猝死诊断标准,4,1,1,1,未结构化,未结构化,,通过
REC-B548FF7AAB85E2FB,STEMI诊断确认规则｜心电图（检查）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,心电图,3,1,1,1,未结构化,未结构化,,通过
REC-B61ED54E49D45183,心肌梗死后心力衰竭路径治疗决策规则｜心肌梗死后心力衰竭治疗方案（治疗方案）推荐,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,1,心肌梗死后心力衰竭治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-B745392F663784E3,房颤节律控制与导管消融规则｜节律控制（治疗方案）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,节律控制,2,1,1,1,未结构化,未结构化,,通过
REC-B7C862C18DA692B5,STEMI诊断确认规则｜ST段抬高型心肌梗死诊断标准（诊断标准）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,ST段抬高型心肌梗死诊断标准,3,1,1,1,未结构化,未结构化,,通过
REC-B7FE465A6C4671CF,STEMI疑诊心电图与肌钙蛋白评估规则｜肌酸激酶同工酶（检验）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,肌酸激酶同工酶（CK-MB）,2,1,1,1,未结构化,未结构化,,通过
REC-B85BF2552DE6849B,急性心衰淤血处理规则｜肾功能与电解质（检查）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,肾功能与电解质,2,1,1,1,未结构化,未结构化,,通过
REC-B8DC40956B726469,长QT间期综合征路径评估规则｜长QT间期综合征诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,长QT间期综合征,1,长QT间期综合征诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-B8EF017F7D259D97,致心律失常性心肌病路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,心肌病,致心律失常性心肌病,1,抗凝治疗,2,1,1,1,未结构化,未结构化,,通过
REC-B8F3F8B7A05BF477,隐匿性冠心病路径治疗决策规则｜隐匿性冠心病治疗方案（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,隐匿性冠心病,1,隐匿性冠心病治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-B930DD35D801928C,室性期前收缩路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,室性期前收缩,1,抗凝治疗,4,1,1,1,未结构化,未结构化,,通过
REC-B9FDFEA8ADE3BB0B,非ST段抬高型心肌梗死路径评估规则｜非ST段抬高型心肌梗死诊断标准（诊断标准）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,非ST段抬高型心肌梗死诊断标准,1,1,1,1,未结构化,未结构化,,通过
REC-BAEFB0A151A34961,心脏性猝死路径治疗决策规则｜电复律除颤（治疗方案）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,1,电复律除颤,4,1,1,1,未结构化,未结构化,,通过
REC-BC83F3EE8B0FA67D,HFrEF长期规范药物治疗规则｜β受体阻滞剂（药物）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,β受体阻滞剂,2,1,1,1,未结构化,未结构化,,通过
REC-BCBA175C5200A414,房颤急性复律/心率控制规则｜复律治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,复律治疗,2,1,1,1,未结构化,未结构化,,通过
REC-BCD75DEF65B26D94,稳定型心绞痛路径治疗决策规则｜血运重建（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,稳定型心绞痛,1,血运重建,1,1,1,1,未结构化,未结构化,,通过
REC-BD20333EE9B7C78F,稳定窄QRS SVT急性终止规则｜Valsalva动作（操作/手术）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,Valsalva动作,3,1,1,1,未结构化,未结构化,,通过
REC-BDFB89C4556C54BD,心脏骤停路径随访安全规则｜心脏骤停风险分层（风险分层）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,1,心脏骤停风险分层,2,1,1,1,未结构化,未结构化,,通过
REC-BE8F6755056556CB,心脏骤停路径治疗决策规则｜心脏骤停治疗方案（治疗方案）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,1,心脏骤停治疗方案,2,1,1,1,未结构化,未结构化,,通过
REC-C0E48FC63BA63D40,心房心肌病路径随访安全规则｜心房心肌病风险分层（风险分层）推荐,True,clinical_ready,formal,心肌病,心房心肌病,1,心房心肌病风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-C1D5CCF1279C3898,心肌梗死后心力衰竭路径评估规则｜心力衰竭诊断标准（诊断标准）推荐,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,1,心力衰竭诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-C389A95578FBC4FC,STEMI二级预防与随访规则｜阿托伐他汀（药物）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,阿托伐他汀,2,1,1,1,未结构化,未结构化,,通过
REC-C42024AEC5035400,慢性冠脉综合征路径治疗决策规则｜血运重建（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,1,血运重建,5,1,1,1,未结构化,未结构化,,通过
REC-C5DD35436EB5AA71,非ST段抬高型心肌梗死路径治疗决策规则｜抗血小板治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,抗血小板治疗,1,1,1,1,未结构化,未结构化,,通过
REC-C77E0F63DCED7C1F,扩张型心肌病路径评估规则｜扩张型心肌病诊断标准（诊断标准）推荐,True,clinical_ready,formal,心肌病,扩张型心肌病,1,扩张型心肌病诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-C83E4B8CE8F5D2C3,致心律失常性心肌病路径评估规则｜致心律失常性心肌病诊断标准（诊断标准）推荐,True,clinical_ready,formal,心肌病,致心律失常性心肌病,1,致心律失常性心肌病诊断标准,2,1,1,1,未结构化,未结构化,,通过
REC-C8711A1A89432598,房颤急性复律/心率控制规则｜维拉帕米（药物）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,维拉帕米,2,1,1,1,未结构化,未结构化,,通过
REC-C8BC81FA4A99CFFD,心衰疑诊利钠肽与超声评估规则｜超声心动图（检查）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,超声心动图,2,1,1,1,未结构化,未结构化,,通过
REC-C9B425737E91365E,致心律失常性右心室心肌病路径随访安全规则｜致心律失常性右心室心肌病风险分层（风险分层）推荐,True,clinical_ready,formal,心肌病,致心律失常性右心室心肌病,1,致心律失常性右心室心肌病风险分层,4,1,1,1,未结构化,未结构化,,通过
REC-C9CFCBFF9AA3901F,房颤心电图诊断规则｜心电图（检查）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,心电图,2,1,1,1,未结构化,未结构化,,通过
REC-CARD-STEMI-PRIMARY-PCI,STEMI直接PCI推荐陈述,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,直接PCI治疗,1,1,1,1,教材/指南支持,权威教材/指南证据,,通过
REC-CARD-STEMI-THROMBOLYSIS,STEMI溶栓治疗推荐陈述,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,溶栓治疗,1,1,1,1,教材/指南支持,权威教材/指南证据,,通过
REC-CB3AB683A1DBE1B3,儿茶酚胺敏感性多形性室性心动过速路径随访安全规则｜儿茶酚胺敏感性多形性室性心动过速随访方案（随访）推荐,True,clinical_ready,formal,心律失常,儿茶酚胺敏感性多形性室性心动过速,1,儿茶酚胺敏感性多形性室性心动过速随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-CB7A690AA83E529E,冠状动脉血栓或责任病变｜冠状动脉CT血管成像（检查）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性心肌梗死,1,冠状动脉CT血管成像,1,1,1,1,未结构化,未结构化,,通过
REC-CCBBCCDD62854923,急性冠脉综合征路径评估规则｜急性冠脉综合征诊断标准（诊断标准）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,1,急性冠脉综合征诊断标准,1,1,1,1,未结构化,未结构化,,通过
REC-CDAF42A2A711A702,扩张型心肌病路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,心肌病,扩张型心肌病,1,抗凝治疗,5,1,1,1,未结构化,未结构化,,通过
REC-CDSS-AF-ARR-AF-01-01-DIAG,疑似心房颤动时，应结合心房颤动诊断标准、12导联心电图、事件记录仪、动态心电图、心脏CT等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,心房颤动,8,凝血功能检查；动态心电图；事件记录仪；甲状腺功能检查；国际标准化比值；12导联心电图；心房颤动诊断标准；心脏CT,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-AF-ARR-AF-02-01-RISK,心房颤动确诊或高度疑似后，应结合CHA2DS2-VASc评分、EHRA症状分级、心房颤动风险分层、冠心病、吸烟等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,心房颤动,11,心力衰竭；心力衰竭加重；慢性肾脏病；EHRA症状分级；左心房扩大；吸烟；冠心病；心房颤动风险分层,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-AF-ARR-AF-03-01-TREAT,心房颤动治疗应根据病情严重程度、禁忌证和患者特征选择复律治疗、导管消融、左心耳封堵、β受体阻滞剂、低分子肝素等。,True,clinical_ready,formal,心律失常,心房颤动,13,地尔硫卓；华法林；利伐沙班；复律治疗；导管消融；左心耳封堵；决奈达隆；低分子肝素,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-AF-ARR-AF-04-01-FOLLOW,心房颤动稳定期或治疗后，应按心房颤动随访方案、心房颤动预后进行随访和复评。,True,clinical_ready,formal,心律失常,心房颤动,2,心房颤动随访方案；心房颤动预后,3,1,1,1,Ⅱa,C,,通过
REC-CDSS-BRADYAVB-ARR-AVB-01-01-DIAG,疑似房室传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查、阿托品试验进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,房室传导阻滞,5,电生理检查；心电图；心电图传导阻滞诊断依据；动态心电图；阿托品试验,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-AVB-02-01-RISK,房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,房室传导阻滞,1,血流动力学不稳定和心脏停搏风险,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB-03-01-TREAT,房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择房室传导阻滞治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,房室传导阻滞,5,阿托品；临时心脏起搏；房室传导阻滞治疗方案；起搏治疗；异丙肾上腺素,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB-04-01-FOLLOW,房室传导阻滞稳定期或治疗后，应按房室传导阻滞随访方案、房室传导阻滞预后进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,房室传导阻滞,2,房室传导阻滞预后；房室传导阻滞随访方案,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB1-01-01-DIAG,疑似一度房室传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,一度房室传导阻滞,4,电生理检查；心电图传导阻滞诊断依据；动态心电图；心电图,3,1,1,1,Ⅱa,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB1-02-01-RISK,一度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,一度房室传导阻滞,1,血流动力学不稳定和心脏停搏风险,3,1,1,1,Ⅱa,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB1-03-01-TREAT,一度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择一度房室传导阻滞治疗方案。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,一度房室传导阻滞,1,一度房室传导阻滞治疗方案,3,1,1,1,Ⅱa,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB1-04-01-FOLLOW,一度房室传导阻滞稳定期或治疗后，应按一度房室传导阻滞随访方案、进展为高度传导阻滞或需起搏风险进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,一度房室传导阻滞,2,进展为高度传导阻滞或需起搏风险；一度房室传导阻滞随访方案,3,1,1,1,Ⅱa,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB2-01-01-DIAG,疑似二度房室传导阻滞时，应结合心电图传导阻滞诊断依据、心电图及长程心电监测进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,二度房室传导阻滞,2,心电图及长程心电监测；心电图传导阻滞诊断依据,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-AVB2-02-01-RISK,二度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,二度房室传导阻滞,1,血流动力学不稳定和心脏停搏风险,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-AVB2-03-01-TREAT,二度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择二度房室传导阻滞治疗方案。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,二度房室传导阻滞,1,二度房室传导阻滞治疗方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-AVB2-04-01-FOLLOW,二度房室传导阻滞稳定期或治疗后，应按心电监测和起搏器随访、进展为高度传导阻滞或需起搏风险进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,二度房室传导阻滞,2,心电监测和起搏器随访；进展为高度传导阻滞或需起搏风险,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-AVB3-01-01-DIAG,疑似三度房室传导阻滞时，应结合心电图传导阻滞诊断依据、心电图、电生理检查进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,三度房室传导阻滞,3,电生理检查；心电图传导阻滞诊断依据；心电图,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB3-02-01-RISK,三度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,三度房室传导阻滞,1,血流动力学不稳定和心脏停搏风险,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB3-03-01-TREAT,三度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择三度房室传导阻滞治疗方案、阿托品。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,三度房室传导阻滞,2,阿托品；三度房室传导阻滞治疗方案,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-AVB3-04-01-FOLLOW,三度房室传导阻滞稳定期或治疗后，应按三度房室传导阻滞随访方案、三度房室传导阻滞预后进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,三度房室传导阻滞,2,三度房室传导阻滞预后；三度房室传导阻滞随访方案,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-BBB-01-01-DIAG,疑似束支传导阻滞时，应结合束支传导阻滞诊断标准、心电图、电生理检查进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,束支传导阻滞,3,电生理检查；束支传导阻滞诊断标准；心电图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-BBB-02-01-RISK,束支传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,束支传导阻滞,1,血流动力学不稳定和心脏停搏风险,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-BBB-03-01-TREAT,束支传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择束支传导阻滞治疗方案。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,束支传导阻滞,1,束支传导阻滞治疗方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-BBB-04-01-FOLLOW,束支传导阻滞稳定期或治疗后，应按束支传导阻滞随访方案、束支传导阻滞预后进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,束支传导阻滞,2,束支传导阻滞预后；束支传导阻滞随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-BRADY-01-01-DIAG,疑似缓慢性心律失常时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,缓慢性心律失常,4,电生理检查；心电图；心电图传导阻滞诊断依据；动态心电图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-BRADY-02-01-RISK,缓慢性心律失常确诊或高度疑似后，应结合缓慢性心律失常风险分层、血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,缓慢性心律失常,2,血流动力学不稳定和心脏停搏风险；缓慢性心律失常风险分层,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-BRADY-03-01-TREAT,缓慢性心律失常治疗应根据病情严重程度、禁忌证和患者特征选择缓慢性心律失常治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏等。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,缓慢性心律失常,6,阿托品；心脏再同步治疗；起搏治疗；异丙肾上腺素；临时心脏起搏；缓慢性心律失常治疗方案,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-BRADY-04-01-FOLLOW,缓慢性心律失常稳定期或治疗后，应按缓慢性心律失常随访方案、缓慢性心律失常预后进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,缓慢性心律失常,2,缓慢性心律失常随访方案；缓慢性心律失常预后,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-SAB-01-01-DIAG,疑似窦房传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房传导阻滞,3,心电图传导阻滞诊断依据；动态心电图；心电图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SAB-02-01-RISK,窦房传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房传导阻滞,1,血流动力学不稳定和心脏停搏风险,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SAB-03-01-TREAT,窦房传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择窦房传导阻滞治疗方案。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房传导阻滞,1,窦房传导阻滞治疗方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SAB-04-01-FOLLOW,窦房传导阻滞稳定期或治疗后，应按心电监测和起搏器随访、进展为高度传导阻滞或需起搏风险进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房传导阻滞,2,进展为高度传导阻滞或需起搏风险；心电监测和起搏器随访,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SB-01-01-DIAG,疑似窦性心动过缓时，应结合窦性心动过缓诊断标准、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦性心动过缓,4,电生理检查；心电图；窦性心动过缓诊断标准；动态心电图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SB-02-01-RISK,窦性心动过缓确诊或高度疑似后，应结合窦性心动过缓风险分层、血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦性心动过缓,2,窦性心动过缓风险分层；血流动力学不稳定和心脏停搏风险,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
