batch_id,relation_id,source_code,source_name,relation_type,target_code,target_name,target_type,missing_fields,clinical_review_status,evidence_source_chain,evidence_text_sample,required_action,clinical_review_decision,reviewer_name,reviewer_role,reviewed_at,expert_comment,applicable_population,exclusion_or_contraindication,clinical_rule_or_clinical_pathway,recommendation_class,evidence_level,medication_dosage,medication_contraindication,medication_interaction,medication_aliases
BATCH-CARD-CAD-20260623-001,REL-58E53310C1756CB98B7E,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-498184546A72,阿托伐他汀,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p8#EVD-07D5FD9503007C280EC1-AMI,他汀联合非他汀类降脂治疗药物如胆固醇低出血发生率，改善临床净获益。TOPIC 应用 吸收抑制剂、前蛋白转化酶枯草溶菌素了ACS 患者，阿司匹林联合替格瑞洛DAPT 1 个月后降阶为氯吡格雷DAPT，可以显著降低主 9（preprotein converting enzyme subtilisin kexin 9， 要复合终点发生风险（26.3% 比13.4%，P<0.01），显 PCSK9）抑制剂是血脂异常干预策略的基本趋势， 主要目的是提高血脂双达标率，进一步降低著降低出血风险（14.9% 比4%，P<0.05）,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-35A7680DB4B2E37EFC0F,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p6#EVD-BD9F8271BA214338522C-AMI | NSTE-ACS CN 2024.pdf#p9#EVD-BD9F8271BA214338522C-AMI | NSTE-ACS CN 2024.pdf#p9#EVD-BD9F8271BA214338522C-AMI,提示在不增加缺血的前提下，尽量 手术的患者中，吲哚布芬联合氯吡格雷较阿司匹林 疗程改成单一抗血小板药物治疗，能够 缩短DAPT 减轻消化道损伤。联合氯吡格雷显著降低27%的心血管疾病死亡、非 研究显示对于合并出血和缺血双致死性心肌梗死、缺血性卒中等风险（P=0.015）［34］。 OPT⁃BIRISK 治一项纳入19 项RCT 的荟萃分析显示［35］，吲哚布芬 高危的ACS 行PCI 患者，9~12 个月的常规DAPT 与阿司匹林心血管疾病死亡、全因死亡、心肌梗死 疗后，氯吡格雷单药相较于继续氯吡格雷联合阿司 发生,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-D0793307448F7070F2D5,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p6#EVD-BD9F8271BA214338522C-AMI | CCS CN 2024.pdf#p7#EVD-BD9F8271BA214338522C-AMI | CCS CN 2024.pdf#p8#EVD-BD9F8271BA214338522C-AMI,提示在不增加缺血的前提下，尽量 手术的患者中，吲哚布芬联合氯吡格雷较阿司匹林 疗程改成单一抗血小板药物治疗，能够 缩短DAPT 减轻消化道损伤。联合氯吡格雷显著降低27%的心血管疾病死亡、非 研究显示对于合并出血和缺血双致死性心肌梗死、缺血性卒中等风险（P=0.015）［34］。 OPT⁃BIRISK 治一项纳入19 项RCT 的荟萃分析显示［35］，吲哚布芬 高危的ACS 行PCI 患者，9~12 个月的常规DAPT 与阿司匹林心血管疾病死亡、全因死亡、心肌梗死 疗后，氯吡格雷单药相较于继续氯吡格雷联合阿司 发生,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-EBCFE3F841554FAAD067,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,《内科学（第10版）》.pdf#p381#EVD-A1474429CA6B7E61A6F4-AMI | 《内科学（第10版）》.pdf#p975#EVD-A1474429CA6B7E61A6F4-AMI | 《内科学（第10版）》.pdf#p303#EVD-A1474429CA6B7E61A6F4-AMI,糖尿病（本节主要探讨2 型糖尿病）与高血压关系十分密切。我国约55% 的糖尿病病人合并高 血压，而高血压病人中糖尿病的患病率约为24%。糖尿病明显增加高血压发病风险，而高血压显著增 加其心脑血管疾病事件风险。因此，对高血压和糖尿病进行共病管理对于降低心脑血管疾病风险尤 为重要。 【发病机制】 主要与肾素 - 血管紧张素 - 醛固酮系统（RAAS）过度激活、线粒体功能紊乱、慢性炎 症等有密切的关系。 1. RAAS 过度激活 高血糖和胰岛素抵抗可引发RAAS 过度激活，使血管紧张素Ⅱ和醛固酮水 平升高，抑制胰岛素信号,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-435B67A7F0E669468552,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-C9175F150C3D,美托洛尔,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,pending_clinical_review,STEMI CN 2019.pdf#p8#EVD-996B0EAE878DEF7C09DC-AMI | 【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf#p8#EVD-996B0EAE878DEF7C09DC-AMI,PRECISE‑DAPT 评分<25 患者应在术前停用而拟行择期CABG 的STEMI DAPT评分≥2分，阿司匹林联合替格瑞洛或氯吡格 P2Y12受体抑制剂3~7 d，以减少出血并发症的发 雷DAPT 至少持续12 个月（Ⅰ，A），也可考虑延长 生，但建议继续服用阿司匹林。择期CABG术前需 至24~30 个月（Ⅱb，B）；PRECISE‑DAPT 评分≥25 停用替格瑞洛至少3 d（Ⅰ，B），氯吡格雷至少5 d 分，阿司匹林联合替格瑞洛或氯吡格雷DAPT持续 （Ⅰ，B）［24］。 6个月是可以接受的（Ⅱa，B）,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-664382F2B57760EEEEE4,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-CC1DDBE4EFA8,硝酸甘油,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,2018 STEMI院前溶栓治疗中国专家共识.pdf#p2#EVD-467E133C5310A3619326-AMI | STEMI CN 2019.pdf#p2#EVD-467E133C5310A3619326-AMI | 《内科学（第10版）》.pdf#p975#EVD-467E133C5310A3619326-AMI,"痛减轻不能作为诊断依据。服用硝酸甘油后症状缓 问发病时是否有撕裂样胸背部疼痛特征，高度怀疑 解时，必须再次做12 导联心电图，如果ST 段完 时宁可暂缓溶栓和抗栓治疗，先送至具有确诊能力 全回落并且症状完全缓解，提示冠状动脉痉挛（伴 的医院确诊 [5,16,17]。 有或不伴有心肌梗死）[3-5]。 对于仍有胸痛及存在低氧血症的患者应尽快处 对所有疑诊STEMI 的患者尽快启动心电监测， 理（表3），静脉注射阿片类药物（例如吗啡）是",补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-3E5FB42580F357BD9034,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-DAE0F0B68F1D,他汀类药物,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p8#EVD-07D5FD9503007C280EC1-AMI | STEMI CN 2019.pdf#p2#EVD-07D5FD9503007C280EC1-AMI,他汀联合非他汀类降脂治疗药物如胆固醇低出血发生率，改善临床净获益。TOPIC 应用 吸收抑制剂、前蛋白转化酶枯草溶菌素了ACS 患者，阿司匹林联合替格瑞洛DAPT 1 个月后降阶为氯吡格雷DAPT，可以显著降低主 9（preprotein converting enzyme subtilisin kexin 9， 要复合终点发生风险（26.3% 比13.4%，P<0.01），显 PCSK9）抑制剂是血脂异常干预策略的基本趋势， 主要目的是提高血脂双达标率，进一步降低著降低出血风险（14.9% 比4%，P<0.05）,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-4624CEDC75994A908628,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,《内科学（第10版）》.pdf#p381#EVD-A1474429CA6B7E61A6F4-AMI | 《内科学（第10版）》.pdf#p975#EVD-A1474429CA6B7E61A6F4-AMI | 《内科学（第10版）》.pdf#p303#EVD-A1474429CA6B7E61A6F4-AMI,糖尿病（本节主要探讨2 型糖尿病）与高血压关系十分密切。我国约55% 的糖尿病病人合并高 血压，而高血压病人中糖尿病的患病率约为24%。糖尿病明显增加高血压发病风险，而高血压显著增 加其心脑血管疾病事件风险。因此，对高血压和糖尿病进行共病管理对于降低心脑血管疾病风险尤 为重要。 【发病机制】 主要与肾素 - 血管紧张素 - 醛固酮系统（RAAS）过度激活、线粒体功能紊乱、慢性炎 症等有密切的关系。 1. RAAS 过度激活 高血糖和胰岛素抵抗可引发RAAS 过度激活，使血管紧张素Ⅱ和醛固酮水 平升高，抑制胰岛素信号,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-1E13F1CEA31D15C8DA50,DIS-CARD-CAD-AMI,急性心肌梗死,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p6#EVD-BD9F8271BA214338522C-AMI | CCS CN 2024.pdf#p7#EVD-BD9F8271BA214338522C-AMI | CCS CN 2024.pdf#p8#EVD-BD9F8271BA214338522C-AMI,提示在不增加缺血的前提下，尽量 手术的患者中，吲哚布芬联合氯吡格雷较阿司匹林 疗程改成单一抗血小板药物治疗，能够 缩短DAPT 减轻消化道损伤。联合氯吡格雷显著降低27%的心血管疾病死亡、非 研究显示对于合并出血和缺血双致死性心肌梗死、缺血性卒中等风险（P=0.015）［34］。 OPT⁃BIRISK 治一项纳入19 项RCT 的荟萃分析显示［35］，吲哚布芬 高危的ACS 行PCI 患者，9~12 个月的常规DAPT 与阿司匹林心血管疾病死亡、全因死亡、心肌梗死 疗后，氯吡格雷单药相较于继续氯吡格雷联合阿司 发生,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-AC0D1E52B666B7C2C4AF,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-BETA-BLOCKER,β受体拮抗剂,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p16#EVD-04E21AB20249F80AE82C-CCS | 冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf#p14#EVD-04E21AB20249F80AE82C-CCS,对于采用最佳药物治疗后仍有症状的患者， 对于不能耐受ACEI 的患者，推荐使用ARB Ⅰ B 推荐使用ARNI［177］ 对使用ACEI和β受体阻滞剂治疗后仍有症状的患者，建议联用盐皮质激素受体拮抗剂［178⁃179］ Ⅰ A 建议HFmrEF患者和HFpEF患者使用SGLT⁃2抑制剂降低心力衰竭住院风险或心血管死亡风险［180⁃181］ Ⅰ A 受体阻滞剂和盐皮质激素受体拮抗剂进行最佳治疗但仍有症状的心力衰竭患者 对于使用ACEI、β Ⅱa B 的替代品，以进一步减少门诊有症状的心力衰竭患者住院和 （LVEF≤3,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-CA7AEFD7D53B64FDDC3E,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p7#EVD-07F290936F5E45D4C300-CCS | CCS CN 2024.pdf#p7#EVD-07F290936F5E45D4C300-CCS | 经皮冠状动脉介入治疗指南（2025）.pdf#p11#EVD-07F290936F5E45D4C300-CCS,个月，单用替者行替格瑞洛联合阿司匹林治疗后3 GRACE［54］、TIMI［55］、SYNTAX［56］、SYNTAX Ⅱ［57］、 格瑞洛相较于替格瑞洛DAPT 降低1年出血事件风 OPT⁃CAD［58］、PRUSUIT［59］、PARIS［60］、DAPT［61］；常用 ［54］、险44%（P<0.001），且缺血事件达非劣效性终点［47］。 的出血风险评分有CRUSADE［54］、ACUITY ［62］、 TWILIGHT⁃CHINA 研究结果证实了中国高危PCI PARIS［60］、ARC⁃HBR［28］、,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-0379061B31D469489B06,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-0D29A60A2A91,普拉格雷,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,经皮冠状动脉介入治疗指南（2025）.pdf#p11#EVD-4596DE61016178BA0054-CCS,氯吡格雷分别为 过静脉内扩容性水化利尿，将对比剂尽快排出是目 300~600 mg 顿服和75 mg，1 次/d；替格瑞洛分别为 发生的最重要策略 前预防PC⁃AKI ［158］（Ⅰ，C⁃EO）。 180 mg 顿服和90 mg，2 次/d。替罗非班：25 μg/kg 静脉输入维持 开始时实施静脉扩容性 静脉注射，随之0.15 μg·kg -1·min -1 对心功能正常者，应从PCI 水化方案（生理盐水500 ml/h），以患者排尿或膀胱 12~18 h。对阿司匹林过敏或不耐受患者可用吲哚 明显充盈和有尿意为水化,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-FF75C197CAD5D1180AFB,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p6#EVD-BD9F8271BA214338522C-CCS | CCS CN 2024.pdf#p9#EVD-BD9F8271BA214338522C-CCS | CCS CN 2024.pdf#p17#EVD-BD9F8271BA214338522C-CCS,提示在不增加缺血的前提下，尽量 手术的患者中，吲哚布芬联合氯吡格雷较阿司匹林 疗程改成单一抗血小板药物治疗，能够 缩短DAPT 减轻消化道损伤。联合氯吡格雷显著降低27%的心血管疾病死亡、非 研究显示对于合并出血和缺血双致死性心肌梗死、缺血性卒中等风险（P=0.015）［34］。 OPT⁃BIRISK 治一项纳入19 项RCT 的荟萃分析显示［35］，吲哚布芬 高危的ACS 行PCI 患者，9~12 个月的常规DAPT 与阿司匹林心血管疾病死亡、全因死亡、心肌梗死 疗后，氯吡格雷单药相较于继续氯吡格雷联合阿司 发生,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-026406C403E2C7C60677,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p6#EVD-BD9F8271BA214338522C-CCS | CCS CN 2024.pdf#p7#EVD-BD9F8271BA214338522C-CCS | CCS CN 2024.pdf#p8#EVD-BD9F8271BA214338522C-CCS,提示在不增加缺血的前提下，尽量 手术的患者中，吲哚布芬联合氯吡格雷较阿司匹林 疗程改成单一抗血小板药物治疗，能够 缩短DAPT 减轻消化道损伤。联合氯吡格雷显著降低27%的心血管疾病死亡、非 研究显示对于合并出血和缺血双致死性心肌梗死、缺血性卒中等风险（P=0.015）［34］。 OPT⁃BIRISK 治一项纳入19 项RCT 的荟萃分析显示［35］，吲哚布芬 高危的ACS 行PCI 患者，9~12 个月的常规DAPT 与阿司匹林心血管疾病死亡、全因死亡、心肌梗死 疗后，氯吡格雷单药相较于继续氯吡格雷联合阿司 发生,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-FCFDFC29E88BE12C9254,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p15#EVD-222212DB3B53554C47E0-CCS | CCS CN 2024.pdf#p16#EVD-222212DB3B53554C47E0-CCS,GLP⁃1受体激动剂通过激活GLP⁃1受体 二、药物 受 起到降糖、减重、改善心肾功能等作用。GLP⁃1 体激动剂类药物包括利司那肽、利拉鲁肽、度拉糖 1.ACEI/ARB/ARNI/盐皮质激素受体拮抗剂/维 过度激活是心肾代谢性疾病病理生 受体双靶点激动剂立西呱：RAAS 肽、司美格鲁肽，抑胃肽/GLP⁃1 是此类药物的主要理过程中的重要环节，故RAAS 替尔泊肽，GLP⁃1/抑胃肽/胰高血糖素受体三靶点 受体激动剂类药物可能还具有干预靶点。ACEI（依那普利、贝那普利、雷米普利 激动剂等。GLP⁃1 降压、降脂,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-6AD7908C67D2F71AB67B,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-DAE0F0B68F1D,他汀类药物,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p8#EVD-FADD47E17A55E5AA9BB0-CCS | CCS CN 2024.pdf#p11#EVD-FADD47E17A55E5AA9BB0-CCS | 经皮冠状动脉介入治疗指南（2025）.pdf#p11#EVD-FADD47E17A55E5AA9BB0-CCS,本指南总结了评估PCI （2）胆固醇吸收抑制剂：胆固醇吸收抑制剂依 险的临床因素（表11）［74］。 折麦布可在他汀类药物基础上进一步降低LDL⁃C 综合上述风险评估及药物特点，对CCS抗血小 18%~20%［91］。另一种胆固醇吸收抑制剂海博麦布 其作用机制、用法和降脂疗效等与依折麦布相似。板治疗的推荐见表12［3⁃4，34，36⁃37，41⁃46，64，71，75⁃85］，抗栓治疗 表11 经皮冠状动脉介入治疗患者血栓风险的评估［74］,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-D3035F2047CDAEB43F1E,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p15#EVD-222212DB3B53554C47E0-CCS | CCS CN 2024.pdf#p16#EVD-222212DB3B53554C47E0-CCS | 冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf#p14#EVD-222212DB3B53554C47E0-CCS,GLP⁃1受体激动剂通过激活GLP⁃1受体 二、药物 受 起到降糖、减重、改善心肾功能等作用。GLP⁃1 体激动剂类药物包括利司那肽、利拉鲁肽、度拉糖 1.ACEI/ARB/ARNI/盐皮质激素受体拮抗剂/维 过度激活是心肾代谢性疾病病理生 受体双靶点激动剂立西呱：RAAS 肽、司美格鲁肽，抑胃肽/GLP⁃1 是此类药物的主要理过程中的重要环节，故RAAS 替尔泊肽，GLP⁃1/抑胃肽/胰高血糖素受体三靶点 受体激动剂类药物可能还具有干预靶点。ACEI（依那普利、贝那普利、雷米普利 激动剂等。GLP⁃1 降压、降脂,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-CE2EA5E142745F820377,DIS-CARD-CAD-CCS,慢性冠脉综合征,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,CCS CN 2024.pdf#p6#EVD-BD9F8271BA214338522C-CCS | CCS CN 2024.pdf#p7#EVD-BD9F8271BA214338522C-CCS | CCS CN 2024.pdf#p8#EVD-BD9F8271BA214338522C-CCS,提示在不增加缺血的前提下，尽量 手术的患者中，吲哚布芬联合氯吡格雷较阿司匹林 疗程改成单一抗血小板药物治疗，能够 缩短DAPT 减轻消化道损伤。联合氯吡格雷显著降低27%的心血管疾病死亡、非 研究显示对于合并出血和缺血双致死性心肌梗死、缺血性卒中等风险（P=0.015）［34］。 OPT⁃BIRISK 治一项纳入19 项RCT 的荟萃分析显示［35］，吲哚布芬 高危的ACS 行PCI 患者，9~12 个月的常规DAPT 与阿司匹林心血管疾病死亡、全因死亡、心肌梗死 疗后，氯吡格雷单药相较于继续氯吡格雷联合阿司 发生,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-2F5327A84D76B7A0FC33,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,treated_by_medication,MED-CARD-00A158EBF21E,替格瑞洛,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,pending_clinical_review,经皮冠状动脉介入治疗指南（2025）.pdf#p12#EVD-6B7422047AAFF9BC1AAC-NSTEMI | 冠心病双联抗血小板治疗中国专家共识.pdf#p10#EVD-6B7422047AAFF9BC1AAC-NSTEMI,而CCS 患者PCI 1 个月 出血风险低、不激活血小板，可替代普通肝素用于 6 ［5⁃6］（Ⅰ，A），可减少大出血风险，并不增加缺 术中抗凝［87，154，213］（Ⅰ，B⁃R）。对肝素诱导性血 血风险［178⁃180］。但临床实际中，多根据患者的出血 PCI 个月；甚至也会延长到 小板减少症和高出血风险如高龄或低体重患者， 或缺血风险“被动”缩短为6 术中抗凝药首选比伐芦定［7，152，154，214］（Ⅰ，A）。 12个月再改成单药抗血小板治疗终身服用。 PCI 研究及新近基于患者水平的大规模荟萃 对高出血风,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-720BD626CEF93798206A,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,treated_by_medication,MED-CARD-9F606AC80BFD,阿司匹林,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction,pending_clinical_review,经皮冠状动脉介入治疗指南（2025）.pdf#p12#EVD-6B7422047AAFF9BC1AAC-NSTEMI,而CCS 患者PCI 1 个月 出血风险低、不激活血小板，可替代普通肝素用于 6 ［5⁃6］（Ⅰ，A），可减少大出血风险，并不增加缺 术中抗凝［87，154，213］（Ⅰ，B⁃R）。对肝素诱导性血 血风险［178⁃180］。但临床实际中，多根据患者的出血 PCI 个月；甚至也会延长到 小板减少症和高出血风险如高龄或低体重患者， 或缺血风险“被动”缩短为6 术中抗凝药首选比伐芦定［7，152，154，214］（Ⅰ，A）。 12个月再改成单药抗血小板治疗终身服用。 PCI 研究及新近基于患者水平的大规模荟萃 对高出血风,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
BATCH-CARD-CAD-20260623-001,REL-BE626CFF9A029291D6EA,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,treated_by_medication,MED-CARD-EAA01CFD434E,氯吡格雷,Medication,applicable_population;clinical_review_status;clinical_rule_or_clinical_pathway;exclusion_or_contraindication;medication_contraindication;medication_dosage;medication_interaction;recommendation_class_and_evidence_level,pending_clinical_review,冠心病双联抗血小板治疗中国专家共识.pdf#p10#EVD-F6E9348F90F30D1FBDEB-NSTEMI,（NSTEMI）和不稳定性心绞痛（unstability angina 300 mg pectoris，UA），其中NSTEMI 与UA 合称NSTE‑ACS。 PLATO 研究侵入性治疗亚组（n=13 408，占72.0%） 前均服用了替格瑞洛或氯抗血小板、抗缺血治疗等是ACS患者的基本治疗。 中，所有患者在接受PCI 发生率 一、非血运重建ACS患者的DAPT 吡格雷，最终替格瑞洛组术后1 年的MACE 关于ACS 患者的DAPT，既往已有大量研究对 低于氯吡格雷组（9.0% 比10.7%，HR=0.84，P=,补齐缺失字段；临床专家审核后填写 approve/reject/revise；未审核不得进入正式 CDSS。,,,,,,,,,,,,,,
